CWNS_NUMBER,PRES_RES_RECEIVING_COLLCTN,PRES_RES_UPSTREAM,PRES_RES_TOTAL_RECEIVNG_TRMT,PRES_RES_DOWNSTREAM,PRES_RES_ACTUAL_RECEIVNG_TRMT,PRES_RES_ONSITE_WTS,PRES_RES_ONSITE_WTS_UNITS,PRES_RES_ONSITE_WTS_POP_P_UT,PRES_RES_CLUSTER,PRES_RES_CLUSTER_UNITS,PRES_RES_CLUSTER_POP_P_UT,PRES_N_RES_RECEIVING_COLLCTN,PRES_N_RES_UPSTREAM,PRES_N_RES_TOTAL_RECEIVNG_TRMT,PRES_N_RES_DOWNSTREAM,PRES_N_RES_ACTUAL_RECEVNG_TRMT,PRES_N_RES_ONSITE_WTS,PRES_N_RES_ONSITE_WTS_UNITS,PRES_N_RES_ONSITE_WTS_POP_P_UT,PRES_N_RES_CLUSTER,PRES_N_RES_CLUSTER_UNITS,PRES_N_RES_CLUSTER_POP_P_UT,PROJ_RES_RECEIVING_COLLCTN,PROJ_RES_REC_COLLCTN_YEAR,PROJ_RES_UPSTREAM,PROJ_RES_TOTAL_RECEIVNG_TRMT,PROJ_RES_DOWNSTREAM,PROJ_RES_ACTUAL_RECEIVNG_TRMT,PROJ_RES_ONSITE_WTS,PROJ_RES_ONSITE_WTS_UNITS,PROJ_RES_ONSITE_WTS_POP_P_UT,PROJ_RES_ONSITE_WTS_YEAR,PROJ_RES_CLUSTER,PROJ_RES_CLUSTER_UNITS,PROJ_RES_CLUSTER_POP_P_UT,PROJ_RES_CLUSTER_YEAR,PROJ_N_RES_RECEIVING_COLLCTN,PROJ_N_RES_REC_COLLCTN_YEAR,PROJ_N_RES_UPSTREAM,PROJ_N_RES_TOTAL_RECEIVNG_TRMT,PROJ_N_RES_DOWNSTREAM,PROJ_N_RES_ACTUAL_RECEVNG_TRMT,PROJ_N_RES_ONSITE_WTS,PROJ_N_RES_ONSITE_WTS_UNITS,PROJ_N_RES_ONSITE_WTS_POP_P_UT,PROJ_N_RES_ONSITE_WTS_YEAR,PROJ_N_RES_CLUSTER,PROJ_N_RES_CLUSTER_UNITS,PROJ_N_RES_CLUSTER_POP_P_UT,PROJ_N_RES_CLUSTER_YEAR
"55009690001",7800,,7800,7800,0,,,,,,,300,,300,300,0,,,,,,,9691,2025,,9691,9691,0,,,,,,,,,800,,,800,800,0,,,,,,,,
"55009707001",342,,342,0,342,,,,,,,2000,,2000,0,2000,,,,,,,500,,,500,0,500,,,,,,,,,3500,,,3500,0,3500,,,,,,,,
"55009711001",975,,975,0,975,,,,,,,,,,,,,,,,,,2000,2030,,2000,0,2000,,,,,,,,,,,,,,,,,,,,,,
"55009712001",1295,,1295,0,1295,,,,,,,,,,,,,,,,,,1400,,,1400,0,1400,,,,,,,,,,,,,,,,,,,,,,
"55009714002",,,,,,239,102,2.34,,,,,,,,,,,,,,,244,2010,,244,244,0,,,2.34,,,,,,,,,,,,,,,,,,,
"55009717001",510,,510,0,510,,,,,,,100,,100,0,100,,,,,,,525,,,525,0,525,,,,,,,,,100,,,100,0,100,,,,,,,,
"55009719001",420,,420,0,420,,,,,,,,,,,,,,,,,,425,2025,,425,0,425,,,,,,,,,,,,,,,,,,,,,,
"55009739001",268,,268,0,268,,,,,,,,,,,,,,,,,,297,,,297,0,297,,,,,,,,,,,,,,,,,,,,,,
"55009740001",360,,360,0,360,,,,,,,,,,,,,,,,,,400,,,400,0,400,,,,,,,,,,,,,,,,,,,,,,
"55009754001",500,105,605,0,605,,,,,,,,,,,,,,,,,,500,,105,605,0,605,,,,,,,,,,,,,,,,,,,,,,
"55009756001",496,,496,496,0,,,,,,,,,,,,,,,,,,594,2025,,594,594,0,,,,,,,,,,,,,,,,,,,,,,
"55009764001",303,,303,0,303,,,,,,,,,,,,,,,,,,297,,,297,0,297,,,,,,,,,,,,,,,,,,,,,,
"55009776001",,,,,,250,100,2.51,,,,,,,,,550,219,2.51,,,,,,,,,,497,198,2.51,,,,,,,,,,,,950,378,378,,,,,
"55009779001",344,,344,0,344,,,,,,,313,,313,0,313,,,,,,,370,2020,,370,0,370,,,,,,,,,345,,,345,0,345,,,,,,,,
"55009780001",722,85,807,0,807,,,,,,,136,,136,0,136,,,,,,,750,,100,850,0,850,,,,,,,,,150,,,150,0,150,,,,,,,,
"55009780002",85,,85,85,0,,,,,,,,,,,,,,,,,,100,,,100,100,0,,,,,,,,,,,,,,,,,,,,,,
"55009782001",650,,650,650,0,,,,,,,,,,,,,,,,,,720,2020,,720,720,0,,,,,,,,,,,,,,,,,,,,,,
"55009786001",198,,198,198,0,,,,,,,,,,,,,,,,,,179,2020,,179,179,0,,,,,,,,,,,,,,,,,,,,,,
"55009790002",,1242,1242,0,1242,,,,,,,,,,,,,,,,,,,,1285,1285,0,1285,,,,,,,,,,,,,,,,,,,,,,
"55009792001",198,,198,198,0,,,,,,,80,,80,80,0,,,,,,,210,,,210,210,0,,,,,,,,,80,,,80,80,0,,,,,,,,
"55009797001",,,,,,160,63,2.52,,,,,,,,,840,333,2.52,,,,,,,,,,178,71,2.52,,,,,,,,,,,,900,357,357,,,,,
"42007409001",,,,,,,,,,,,6000,,6000,0,6000,,,,,,,,,,,,,,,,,,,,,6000,,,6000,0,6000,,,,,,,,
"42007416001",1000,,1000,0,1000,,,,,,,,,,,,,,,,,,1206,,,1206,0,1206,,,,,,,,,,,,,,,,,,,,,,
"42007420001",792,,792,792,0,,,,,,,,,,,,,,,,,,999,,,999,999,0,,,,,,,,,,,,,,,,,,,,,,
"42007420002",978,,978,978,0,,,,,,,,,,,,,,,,,,1050,,,1050,1050,0,,,,,,,,,,,,,,,,,,,,,,
"42007420003",771,,771,771,0,,,,,,,,,,,,,,,,,,1342,,,1342,1342,0,,,,,,,,,,,,,,,,,,,,,,
"42007421001",1500,,1500,0,1500,,,,,,,,,,,,,,,,,,1500,,,1500,0,1500,,,,,,,,,,,,,,,,,,,,,,
"42007422001",8103,,8103,8103,0,,,,,,,,,,,,,,,,,,9618,,,9618,9618,0,,,,,,,,,,,,,,,,,,,,,,
"42007422002",1599,,1599,1599,0,,,,,,,,,,,,,,,,,,1747,,,1747,1747,0,,,,,,,,,,,,,,,,,,,,,,
"42007423001",1723,,1723,1723,0,,,,,,,,,,,,,,,,,,2257,,,2257,2257,0,,,,,,,,,,,,,,,,,,,,,,
"42007424001",200,,200,200,0,,,,,,,,,,,,,,,,,,750,,,750,750,0,,,,,,,,,,,,,,,,,,,,,,
"42007424002",,,,,,4460,1683,2.65,,,,,,,,,,,,,,,,,,,,,5195,1960,2.65,,,,,,,,,,,,,,,,,,,
"42007425001",,,,,,4302,1623,2.65,,,,,,,,,,,,,,,,,,,,,2596,980,2.65,,,,,,,,,,,,,,,,,,,
"42007428001",8650,,8650,8650,0,,,,,,,,,,,,,,,,,,8650,,,8650,8650,0,,,,,,,,,,,,,,,,,,,,,,
"42007434001",695,,695,695,0,,,,,,,,,,,,,,,,,,1101,,,1101,1101,0,,,,,,,,,,,,,,,,,,,,,,
"24000051001",24898,,24898,0,24898,,,,,,,,,,,,,,,,,,43748,,,43748,0,43748,,,,,,,,,,,,,,,,,,,,,,
"24000054001",1800,,1800,0,1800,,,,,,,1800,51,1851,0,1851,,,,,,,2000,,,2000,0,2000,,,,,,,,,2000,,51,2051,0,2051,,,,,,,,
"24000054003",7200,2717,9917,0,9917,,,,,,,,,,,,,,,,,,7600,,3144,10744,0,10744,,,,,,,,,,,,,,,,,,,,,,
"24000054004",250,,250,0,250,,,,,,,,,,,,,,,,,,250,,,250,0,250,,,,,,,,,,,,,,,,,,,,,,
"24000054008",175,,175,0,175,,,,,,,,,,,,,,,,,,175,,,175,0,175,,,,,,,,,,,,,,,,,,,,,,
"24000056001",1175,,1175,0,1175,,,,,,,,,,,,,,,,,,1405,,,1405,0,1405,,,,,,,,,,,,,,,,,,,,,,
"24000057002",234,,234,0,234,,,,,,,,,,,,,,,,,,270,,,270,0,270,,,,,,,,,,,,,,,,,,,,,,
"24000057004",890,,890,890,0,,,,,,,,,,,,,,,,,,1031,,,1031,1031,0,,,,,,,,,,,,,,,,,,,,,,
"24000057009",,,,,,240,103,2.33,,,,,,,,,,,,,,,,,,,,,240,103,2.33,,,,,,,,,,,,,,,,,,,
"24000057100",245,,245,245,0,,,,,,,,,,,,,,,,,,268,,,268,268,0,,,,,,,,,,,,,,,,,,,,,,
"24000057500",577,890,1467,0,1467,,,,,,,,,,,,,,,,,,600,,1031,1631,0,1631,,,,,,,,,,,,,,,,,,,,,,
"24000061002",,,,,,,,,,,,,,,,,,,,,,,3780,2010,,3780,3780,0,,,,,,,,,,,,,,,,,,,,,,
"24000061004",617,,617,0,617,,,,,,,,,,,,,,,,,,3000,,87,3087,0,3087,,,,,,,,,,,,,,,,,,,,,,
"24000063003",706,,706,0,706,,,,,,,,,,,,,,,,,,706,,337,1043,0,1043,,,,,,,,,,,,,,,,,,,,,,
"24000063007",1000,,1000,1000,0,,,,,,,1230,,1230,1230,0,,,,,,,1070,,,1070,1070,0,,,,,,,,,1230,,,1230,1230,0,,,,,,,,
"24000064001",2300,,2300,0,2300,,,,,,,,,,,,,,,,,,5000,,844,5844,0,5844,,,,,,,,,,,,,,,,,,,,,,
"24000065001",3900,,3900,0,3900,,,,,,,1500,,1500,0,1500,,,,,,,4000,,465,4465,0,4465,,,,,,,,,1500,,,1500,0,1500,,,,,,,,
"24000066001",3800,,3800,0,3800,,,,,,,1400,,1400,0,1400,,,,,,,4500,,,4500,0,4500,,,,,,,,,1400,,,1400,0,1400,,,,,,,,
"55000963030",1987,,1987,1987,0,,,,,,,100,,100,100,0,,,,,,,2264,2020,,2264,2264,0,,,,,,,,,120,,,120,120,0,,,,,,,,
"55001000001",13738,,13738,0,13738,,,,,,,4000,,4000,0,4000,,,,,,,15500,2030,,15500,0,15500,,,,,,,,,6000,,,6000,0,6000,,,,,,,,
"55001011001",,,,,,142,58,2.43,,,,,,,,,,,,,,,154,2010,,154,154,0,,,2.43,,,,,,,,,,,,,,,,,,,
"55001011002",,,,,,316,130,2.43,,,,,,,,,,,,,,,329,2010,154,483,483,0,,,2.43,,,,,,,,,,,,,,,,,,,
"55001020001",1082,,1082,0,1082,,,,,,,,,,,,,,,,,,1172,2025,,1172,0,1172,,,,,,,,,,,,,,,,,,,,,,
"55001025001",,,,,,290,112,2.6,,,,,,,,,,,,,,,312,2010,,312,0,312,,,2.6,,,,,,,,,,,,,,,,,,,
"55001040001",4641,,4641,0,4641,,,,,,,,,,,,,,,,,,4282,2025,,4282,0,4282,,,,,,,,,,,,,,,,,,,,,,
"55001050001",388,,388,0,388,,,,,,,,,,,,,,,,,,397,2020,,397,0,397,,,,,,,,,,,,,,,,,,,,,,
"55001070001",450,,450,0,450,,,,,,,,,,,,,,,,,,440,2032,,440,0,440,,,,,,,,,,,,,,,,,,,,,,
"55001080001",1690,,1690,0,1690,,,,,,,,,,,,,,,,,,2069,2025,,2069,0,2069,,,,,,,,,,,,,,,,,,,,,,
"55001130001",3363,,3363,3363,0,,,,,,,,,,,,,,,,,,4000,2020,,4000,4000,0,,,,,,,,,,,,,,,,,,,,,,
"55001140001",107,,107,0,107,,,,,,,,,,,,,,,,,,135,2020,,135,0,135,,,,,,,,,,,,,,,,,,,,,,
"55001150001",697,,697,0,697,,,,,,,20,,20,0,20,,,,,,,630,2025,,630,0,630,,,,,,,,,20,,,20,0,20,,,,,,,,
"55001160001",1423,,1423,0,1423,,,,,,,450,,450,0,450,,,,,,,1336,2025,,1336,0,1336,,,,,,,,,500,,,500,0,500,,,,,,,,
"55001165001",262,,262,0,262,,,,,,,,,,,,,,,,,,287,,,287,0,287,,,,,,,,,,,,,,,,,,,,,,
"55001190002",1895,,1895,0,1895,,,,,,,,,,,,,,,,,,1611,2025,,1611,0,1611,,,,,,,,,,,,,,,,,,,,,,
"55001210001",2215,,2215,0,2215,,,,,,,,,,,,,,,,,,2402,2025,,2402,0,2402,,,,,,,,,,,,,,,,,,,,,,
"55001220001",18359,,18359,18359,0,,,,,,,,,,,,,,,,,,19000,2030,,19000,19000,0,,,,,,,,,,,,,,,,,,,,,,
"55001240001",247,,247,0,247,,,,,,,,,,,,,,,,,,315,2025,,315,0,315,,,,,,,,,,,,,,,,,,,,,,
"55001245001",,,,,,61,25,2.43,,,,,,,,,365,150,2.43,,,,62,2010,,62,62,0,,,2.43,,,,,,372,2010,,372,372,0,,,,,,,,
"55001250001",342,,342,0,342,,,,,,,,,,,,,,,,,,288,2025,,288,0,288,,,,,,,,,,,,,,,,,,,,,,
"55001265001",1641,,1641,1641,0,,,,,,,,,,,,,,,,,,1930,2025,,1930,1930,0,,,,,,,,,,,,,,,,,,,,,,
"55001290080",80,,80,0,80,,,,,,,,,,,,,,,,,,90,,,90,0,90,,,,,,,,,,,,,,,,,,,,,,
"55001290081",,,,,,601,239,2.51,,,,,,,,,,,,,,,697,,,697,0,697,,,2.51,,,,,,,,,,,,,,,,,,,
"55001305001",7100,,7100,7100,0,,,,,,,,,,,,,,,,,,8530,2030,,8530,8530,0,,,,,,,,,,,,,,,,,,,,,,
"55001330001",24060,21306,45366,45366,0,,,,,,,,,,,,,,,,,,28100,2030,25475,53575,53575,0,,,,,,,,,,,,,,,,,,,,,,
"55001330010",389,,389,389,0,,,,,,,,,,,,,,,,,,1768,2020,,1768,1768,0,,,,,,,,,,,,,,,,,,,,,,
"36001015015",1307,,1307,0,1307,,,,,,,,,,,,,,,,,,1810,,,1810,0,1810,,,,,,,,,,,,,,,,,,,,,,
"36001015016",4942,,4942,0,4942,95,32,2.96,,,,,,,,,,,,,,,5092,,,5092,0,5092,95,32,2.96,,,,,,,,,,,,,,,,,,,
"36001015018",,,,,,153242,51771,2.96,,,,,,,,,,,,,,,100000,,,100000,0,100000,3242,1095,2.96,,,,,,,,,,,,,,,,,,,
"36001015021",2500,,2500,0,2500,,,,,,,,,,,,,,,,,,3000,,,3000,0,3000,,,,,,,,,,,,,,,,,,,,,,
"36001015022",2000,,2000,0,2000,,,,,,,10,,10,0,10,,,,,,,2000,,,2000,0,2000,,,,,,,,,10,,,10,0,10,,,,,,,,
"36001015025",4000,,4000,0,4000,,,,,,,,,,,,,,,,,,5000,,,5000,0,5000,,,,,,,,,,,,,,,,,,,,,,
"36001015026",10000,,10000,0,10000,,,,,,,10,,10,0,10,,,,,,,12000,,,12000,0,12000,,,,,,,,,10,,,10,0,10,,,,,,,,
"36001015027",,,,,,35980,12155,2.96,,,,,,,,,,,,,,,,,,,,,64004,21623,2.96,,,,,,,,,,,,,,,,,,,
"36001015028",,,,,,11024,3724,2.96,,,,,,,,,,,,,,,,,,,,,20500,6926,2.96,,,,,,,,,,,,,,,,,,,
"36001015031",16800,,16800,0,16800,,,,,,,,,,,,,,,,,,20000,,,20000,0,20000,,,,,,,,,,,,,,,,,,,,,,
"36001015033",,,,,,3090,1000,3.09,,,,,,,,,,,,,,,,,,,,,902,292,3.09,,,,,,,,,,,,,,,,,,,
"36001015034",6328,,6328,6328,0,2076,701,2.96,,,,,,,,,,,,,,,6518,,,6518,6518,0,2139,723,2.96,,,,,,,,,,,,,,,,,,,
"36001016001",2100,,2100,0,2100,,,,,,,300,,300,0,300,,,,,,,2400,,,2400,0,2400,,,,,,,,,300,,,300,0,300,,,,,,,,
"36001018001",3200,,3200,0,3200,4400,1486,2.96,,,,100,,100,0,100,100,34,2.96,,,,3300,,,3300,0,3300,4300,1453,2.96,,,,,,100,,,100,0,100,100,34,34,,,,,
"36001019001",138,,138,0,138,,,,,,,4500,,4500,0,4500,,,,,,,150,,,150,0,150,,,,,,,,,5000,,,5000,0,5000,,,,,,,,
"05000801001",,445,445,0,445,,,,,,,,,,,,,,,,,,,,336,336,0,336,,,,,,,,,,,,,,,,,,,,,,
"50000002008",,,,,,6422,2600,2.47,,,,,,,,,593,240,2.47,,,,9707,2028,,9707,9707,0,,,2.47,,,,,,600,2028,,600,600,0,,,,,,,,
"29002831002",650,,650,0,650,1210,500,2.42,,,,,,,,,,,,,,,1650,2020,,1650,0,1650,411,170,2.42,,,,,,,,,,,,,,,,,,,
"17001312003",16300,,16300,16300,0,,,,,,,,,,,,,,,,,,20050,,,20050,20050,0,,,,,,,,,,,,,,,,,,,,,,
"17000430002",,,,,,,,,,,,,,,,,,,,,,,,,17788,17788,0,17788,,,,,,,,,,,,,,,,,,,,,,
"12000087002",195000,,195000,0,195000,,,,,,,,,,,,,,,,,,325000,,,325000,0,325000,,,,,,,,,,,,,,,,,,,,,,
"29002204000",,,,,,,,,,,,100,,100,100,0,,,,,,,,,,,,,,,,,,,,,100,,,100,100,0,,,,,,,,
"29001240000",,,,,,,,,,,,14,,14,14,0,,,,,,,,,,,,,,,,,,,,,50,,,50,50,0,,,,,,,,
"29004080000",,,,,,,,,,,,200,,200,0,200,,,,,,,,,,,,,,,,,,,,,200,,,200,0,200,,,,,,,,
"49490099002",163,,163,0,163,,,,,,,,,,,,,,,,,,160,2030,,160,0,160,,,,,,,,,,,,,,,,,,,,,,
"40000715002",192,,192,0,192,,,,,,,,,,,,,,,,,,300,2025,,300,0,300,,,,,,,,,,,,,,,,,,,,,,
"29001018050",1400,,1400,0,1400,413,173,2.39,,,,,,,,,,,,,,,1660,,,1660,0,1660,566,237,2.39,,,,,,317,,,317,0,317,,,,,,,,
"39000201005",176,,176,0,176,,,,,,,,,,,,,,,,,,180,,,180,0,180,,,,,,,,,,,,,,,,,,,,,,
"49000051005",11362,,11362,11362,0,,,,,,,,,,,,,,,,,,25119,2030,,25119,25119,0,,,,,,,,,,,,,,,,,,,,,,
"04001505030",,33000,33000,33000,0,,,,,,,,,,,,,,,,,,,,49500,49500,49500,0,,,,,,,,,,,,,,,,,,,,,,
"04000505031",50000,,50000,50000,0,2700,1102,2.45,,,,,,,,,,,,,,,75000,,,75000,75000,0,500,204,2.45,,,,,,,,,,,,,,,,,,,
"09001050002",1260,,1260,1260,0,,,,,,,,,,,,,,,,,,1260,,,1260,1260,0,,,,,,,,,,,,,,,,,,,,,,
"39000212001",6595,6595,13190,0,13190,,,,,,,,,,,,,,,,,,7125,,8000,15125,0,15125,,,,,,,,,,,,,,,,,,,,,,
"16000010001",23685,115,23800,0,23800,,,,,,,,,,,,,,,,,,32638,2030,434,33072,0,33072,,,,,,,,,,,,,,,,,,,,,,
"01200100023",25,,25,25,0,229,86,2.66,,,,,,,,,,,,,,,1152,2012,,1152,1152,0,194,73,2.66,2012,,,,,,,,,,,,,,,,,,
"29002379001",64,,64,0,64,,,,,,,,,,,,,,,,,,68,,,68,0,68,,,,,,,,,,,,,,,,,,,,,,
"28000531003",1792,,1792,0,1792,,,,,,,,,,,,,,,,,,1792,,,1792,0,1792,,,,,,,,,,,,,,,,,,,,,,
"31003000000",,,,,,614,200,3.07,,,,,,,,,,,,,,,,,,,,,614,200,3.07,,,,,,,,,,,,,,,,,,,
"12000112001",900,,900,0,900,,,,,,,,,,,,,,,,,,1000,2031,,1000,0,1000,,,,,,,,,,,,,,,,,,,,,,
"16002001007",30000,,30000,30000,0,,,,,,,,,,,,,,,,,,40175,,,40175,40175,0,,,,,,,,,,,,,,,,,,,,,,
"21000579001",810,,810,810,0,,,,,,,,,,,,,,,,,,6847,2030,,6847,0,6847,,,,,,,,,,,,,,,,,,,,,,
"41000062003",1329,,1329,1329,0,71,29,2.46,,,,,,,,,,,,,,,3800,2020,,3800,3800,0,5,2,2.46,,,,,,,,,,,,,,,,,,,
"21000736001",2080,,2080,0,2080,,,,,,,,,,,,,,,,,,10750,,,10750,0,10750,,,,,,,,,,,,,,,,,,,,,,
"27043000009",804,,804,804,0,,,,,,,,,,,,,,,,,,1250,2020,,1250,1250,0,,,,,,,,,,,,,,,,,,,,,,
"39002868002",288,,288,0,288,,,,,,,,,,,,,,,,,,288,,,288,0,288,,,,,,,,,,,,,,,,,,,,,,
"39008637010",3374,,3374,3374,0,,,,,,,,,,,,,,,,,,5028,,,5028,5028,0,,,,,,,,,,,,,,,,,,,,,,
"38000425001",80,,80,80,0,,,,,,,,,,,,,,,,,,80,,,80,80,0,,,,,,,,,,,,,,,,,,,,,,
"27044000026",,,,,,,,,,,,,,,,,,,,,,,45,2032,,45,0,45,,,,,,,,,,,,,,,,,,,,,,
"36004189002",,,,,,591,243,2.43,,,,,,,,,,,,,,,,,,,,,600,247,2.43,,,,,,,,,,,,,,,,,,,
"36004098001",,,,,,1116,459,2.43,,,,,,,,,,,,,,,,,,,,,1300,535,2.43,,,,,,,,,,,,,,,,,,,
"36004183001",,,,,,2131,877,2.43,,,,,,,,,,,,,,,,,,,,,2250,926,2.43,,,,,,,,,,,,,,,,,,,
"36004183002",,,,,,1052,433,2.43,,,,,,,,,,,,,,,,,,,,,1050,432,2.43,,,,,,,,,,,,,,,,,,,
"36004190001",,,,,,1295,533,2.43,,,,,,,,,,,,,,,,,,,,,1500,617,2.43,,,,,,,,,,,,,,,,,,,
"36004191001",,,,,,986,406,2.43,,,,,,,,,,,,,,,,,,,,,1100,453,2.43,,,,,,,,,,,,,,,,,,,
"36004067002",,,,,,1168,481,2.43,,,,,,,,,,,,,,,,,,,,,1220,502,2.43,,,,,,,,,,,,,,,,,,,
"36004193001",,,,,,684,281,2.43,,,,,,,,,,,,,,,,,,,,,700,288,2.43,,,,,,,,,,,,,,,,,,,
"36004194001",,,,,,1350,556,2.43,,,,,,,,,,,,,,,,,,,,,1500,617,2.43,,,,,,,,,,,,,,,,,,,
"36004195001",,,,,,784,323,2.43,,,,,,,,,,,,,,,,,,,,,900,370,2.43,,,,,,,,,,,,,,,,,,,
"36004196001",,,,,,2207,908,2.43,,,,,,,,,,,,,,,,,,,,,2400,988,2.43,,,,,,,,,,,,,,,,,,,
"36004041002",,,,,,1875,753,2.49,,,,,,,,,,,,,,,500,,,500,500,0,1619,650,2.49,,,,,,,,,,,,,,,,,,,
"36004044002",,,,,,2117,850,2.49,,,,,,,,,,,,,,,,,,,,,2400,964,2.49,,,,,,,,,,,,,,,,,,,
"36004049002",,,,,,1296,520,2.49,,,,,,,,,,,,,,,,,,,,,1300,522,2.49,,,,,,,,,,,,,,,,,,,
"36004052002",,,,,,1626,653,2.49,,,,,,,,,,,,,,,,,,,,,1700,683,2.49,,,,,,,,,,,,,,,,,,,
"36004072002",,,,,,2269,911,2.49,,,,,,,,,,,,,,,,,,,,,2300,924,2.49,,,,,,,,,,,,,,,,,,,
"36004043001",,,,,,1547,621,2.49,,,,,,,,,,,,,,,,,,,,,1700,683,2.49,,,,,,,,,,,,,,,,,,,
"36004205001",,,,,,1758,706,2.49,,,,,,,,,,,,,,,,,,,,,1900,763,2.49,,,,,,,,,,,,,,,,,,,
"36004207001",,,,,,1215,488,2.49,,,,,,,,,,,,,,,,,,,,,1250,502,2.49,,,,,,,,,,,,,,,,,,,
"36004209001",,,,,,1285,516,2.49,,,,,,,,,,,,,,,,,,,,,1400,562,2.49,,,,,,,,,,,,,,,,,,,
"36004210001",,,,,,1123,451,2.49,,,,,,,,,,,,,,,,,,,,,1300,522,2.49,,,,,,,,,,,,,,,,,,,
"36004079001",,,,,,2647,1141,2.32,,,,,,,,,,,,,,,,,,,,,2700,1164,2.32,,,,,,,,,,,,,,,,,,,
"36004080001",260,,260,260,0,5661,2440,2.32,,,,,,,,,,,,,,,260,,,260,260,0,5800,2500,2.32,,,,,,,,,,,,,,,,,,,
"36004082001",,,,,,3466,1494,2.32,,,,,,,,,,,,,,,,,,,,,3700,1595,2.32,,,,,,,,,,,,,,,,,,,
"36004114002",535,,535,0,535,,,,,,,,,,,,,,,,,,685,,,685,0,685,,,,,,,,,,,,,,,,,,,,,,
"36004115001",,,,,,2132,896,2.38,,,,,,,,,,,,,,,500,,,500,0,500,1800,756,2.38,,,,,,,,,,,,,,,,,,,
"06006001002",429,,429,429,0,,,,,,,,,,,,,,,,,,450,,,450,450,0,,,,,,,,,,,,,,,,,,,,,,
"06006001003",12388,,12388,12388,0,,,,,,,,,,,,,,,,,,12500,,,12500,12500,0,,,,,,,,,,,,,,,,,,,,,,
"36004102001",320,,320,320,0,10210,4150,2.46,,,,,,,,,,,,,,,400,,,400,400,0,11123,4522,2.46,,,,,,,,,,,,,,,,,,,
"36004108001",,,,,,3657,1487,2.46,,,,,,,,,,,,,,,295,2010,,295,295,0,3800,1545,2.46,,,,,,,,,,,,,,,,,,,
"36004110001",,,,,,1563,635,2.46,,,,,,,,,,,,,,,,,,,,,1700,691,2.46,,,,,,,,,,,,,,,,,,,
"36004086001",,,,,,4054,1648,2.46,,,,,,,,,,,,,,,,,,,,,4400,1789,2.46,,,,,,,,,,,,,,,,,,,
"36004113001",,,,,,2873,1168,2.46,,,,,,,,,,,,,,,,,,,,,3400,1382,2.46,,,,,,,,,,,,,,,,,,,
"36004095001",,,,,,1742,720,2.42,,,,,,,,,,,,,,,,,,,,,1850,764,2.42,,,,,,,,,,,,,,,,,,,
"36004170001",,,,,,1292,534,2.42,,,,,,,,,,,,,,,,,,,,,1500,620,2.42,,,,,,,,,,,,,,,,,,,
"36004172001",,,,,,1914,791,2.42,,,,,,,,,,,,,,,,,,,,,1914,791,2.42,,,,,,,,,,,,,,,,,,,
"36004174001",,,,,,1752,724,2.42,,,,,,,,,,,,,,,,,,,,,1850,764,2.42,,,,,,,,,,,,,,,,,,,
"36004175001",,,,,,880,364,2.42,,,,,,,,,,,,,,,,,,,,,880,364,2.42,,,,,,,,,,,,,,,,,,,
"36005144001",,,,,,573,236,2.43,,,,,,,,,50,21,2.43,,,,,,,,,,625,257,2.43,,,,,,,,,,,,50,21,21,,,,,
"36005145001",,,,,,3655,1504,2.43,,,,,,,,,,,,,,,,,,,,,4000,1646,2.43,,,,,,,,,,,,,,,,,,,
"36005080001",,,,,,1407,579,2.43,,,,,,,,,1400,576,2.43,,,,750,,,750,0,750,750,309,2.43,,,,,,750,,,750,0,750,750,309,309,,,,,
"36005146001",,,,,,1693,697,2.43,,,,,,,,,,,,,,,,,,,,,1900,782,2.43,,,,,,,,,,,,,,,,,,,
"36005079002",,,,,,7166,2949,2.43,,,,,,,,,,,,,,,,,,,,,8000,3292,2.43,,,,,,,,,,,,,,,,,,,
"06005128002",225,,225,0,225,,,,,,,,,,,,,,,,,,230,,,230,0,230,,,,,,,,,,,,,,,,,,,,,,
"36005147001",,,,,,5632,2318,2.43,,,,,,,,,,,,,,,,,,,,,6300,2593,2.43,,,,,,,,,,,,,,,,,,,
"36005149001",,,,,,1774,730,2.43,,,,,,,,,,,,,,,,,,,,,1800,741,2.43,,,,,,,,,,,,,,,,,,,
"48001288006",2000,,2000,0,2000,2890,1036,2.79,,,,,,,,,,,,,,,7000,,,7000,0,7000,2651,950,2.79,,,,,,,,,,,,,,,,,,,
"48003311001",1200,,1200,1200,0,,,,,,,,,,,,,,,,,,6000,,,6000,6000,0,,,,,,,,,,,,,,,,,,,,,,
"48007039067",12200,,12200,0,12200,,,,,,,,,,,,,,,,,,12200,,35000,47200,47200,0,,,,,,,,,,,,,,,,,,,,,,
"30300285001",100,,100,0,100,,,,,,,,,,,,,,,,,,120,,,120,0,120,,,,,,,,,,,,,,,,,,,,,,
"34005017001",3486,,3486,3486,0,153,54,2.84,23,8,2.84,,,,,,,,,,,,4237,,,4237,4237,0,153,54,2.84,,23,8,2.84,,,,,,,,,,,,,,,
"37007420001",443,,443,443,0,,,,,,,,,,,,,,,,,,500,,,500,500,0,,,,,,,,,,,,,,,,,,,,,,
"36001015020",2000,,2000,0,2000,,,,,,,50,,50,0,50,,,,,,,2500,,,2500,0,2500,,,,,,,,,50,,,50,0,50,,,,,,,,
"48001560001",166,,166,166,0,,,,,,,,,,,,,,,,,,185,,,185,185,0,,,,,,,,,,,,,,,,,,,,,,
